-------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                     Time             CPU   Iterations UserCounters...
raw_benchmark_fence_put/64/manual_time                                     4.38 us         5.70 us       159667 bytes_per_second=111.576Mi/s
raw_benchmark_fence_put/512/manual_time                                    4.61 us         6.00 us       152581 bytes_per_second=847.245Mi/s
raw_benchmark_fence_put/4096/manual_time                                   6.08 us         7.19 us       114847 bytes_per_second=5.02069Gi/s
raw_benchmark_fence_put/32768/manual_time                                  14.8 us         16.1 us        46667 bytes_per_second=16.5156Gi/s
raw_benchmark_fence_put/262144/manual_time                                 97.7 us         98.7 us         7172 bytes_per_second=19.9975Gi/s
raw_benchmark_fence_get/1/manual_time                                      5.22 us         6.37 us       133935 bytes_per_second=1.46059Mi/s
raw_benchmark_fence_get/8/manual_time                                      5.23 us         6.36 us       133470 bytes_per_second=11.6625Mi/s
raw_benchmark_fence_get/64/manual_time                                     5.29 us         6.42 us       132592 bytes_per_second=92.2648Mi/s
raw_benchmark_fence_get/512/manual_time                                    5.51 us         6.62 us       126602 bytes_per_second=709.504Mi/s
raw_benchmark_fence_get/4096/manual_time                                   6.92 us         7.87 us       101301 bytes_per_second=4.40916Gi/s
raw_benchmark_fence_get/32768/manual_time                                  15.0 us         16.2 us        46459 bytes_per_second=16.2689Gi/s
raw_benchmark_fence_get/262144/manual_time                                  102 us          103 us         6866 bytes_per_second=19.1418Gi/s
raw_benchmark_fence_accumulate/1/manual_time                               9.56 us         10.6 us        73594 bytes_per_second=817.441Ki/s
raw_benchmark_fence_accumulate/8/manual_time                               9.64 us         10.7 us        72628 bytes_per_second=6.33018Mi/s
raw_benchmark_fence_accumulate/64/manual_time                              9.72 us         10.7 us        71983 bytes_per_second=50.2598Mi/s
raw_benchmark_fence_accumulate/512/manual_time                             9.72 us         10.4 us        72137 bytes_per_second=402.011Mi/s
raw_benchmark_fence_accumulate/4096/manual_time                            13.3 us         14.1 us        52927 bytes_per_second=2.3021Gi/s
raw_benchmark_fence_accumulate/32768/manual_time                           40.9 us         42.1 us        17009 bytes_per_second=5.97612Gi/s
raw_benchmark_fence_accumulate/262144/manual_time                           267 us          268 us         2618 bytes_per_second=7.30278Gi/s
raw_benchmark_pscw_put/1/manual_time                                       4.82 us         6.00 us       144314 bytes_per_second=1.58399Mi/s
raw_benchmark_pscw_put/8/manual_time                                       4.84 us         6.02 us       144359 bytes_per_second=12.6085Mi/s
raw_benchmark_pscw_put/64/manual_time                                      4.90 us         6.11 us       143422 bytes_per_second=99.6251Mi/s
raw_benchmark_pscw_put/512/manual_time                                     5.19 us         6.44 us       134417 bytes_per_second=752.343Mi/s
raw_benchmark_pscw_put/4096/manual_time                                    6.52 us         7.73 us       106664 bytes_per_second=4.67742Gi/s
raw_benchmark_pscw_put/32768/manual_time                                   15.1 us         16.4 us        45822 bytes_per_second=16.1334Gi/s
raw_benchmark_pscw_put/262144/manual_time                                  99.1 us          100 us         7064 bytes_per_second=19.7055Gi/s
raw_benchmark_pscw_get/1/manual_time                                       4.84 us         5.94 us       145273 bytes_per_second=1.57758Mi/s
raw_benchmark_pscw_get/8/manual_time                                       4.84 us         5.95 us       144879 bytes_per_second=12.6219Mi/s
raw_benchmark_pscw_get/64/manual_time                                      4.90 us         6.00 us       142609 bytes_per_second=99.6996Mi/s
raw_benchmark_pscw_get/512/manual_time                                     5.31 us         6.38 us       131715 bytes_per_second=735.339Mi/s
raw_benchmark_pscw_get/4096/manual_time                                    6.66 us         7.93 us       105191 bytes_per_second=4.58353Gi/s
raw_benchmark_pscw_get/32768/manual_time                                   14.7 us         15.9 us        46597 bytes_per_second=16.5951Gi/s
raw_benchmark_pscw_get/262144/manual_time                                  96.9 us         97.9 us         7191 bytes_per_second=20.1486Gi/s
raw_benchmark_pscw_accumulate/1/manual_time                                10.1 us         11.2 us        69178 bytes_per_second=774.049Ki/s
raw_benchmark_pscw_accumulate/8/manual_time                                10.1 us         11.2 us        68940 bytes_per_second=6.02544Mi/s
raw_benchmark_pscw_accumulate/64/manual_time                               10.1 us         11.3 us        68900 bytes_per_second=48.1405Mi/s
raw_benchmark_pscw_accumulate/512/manual_time                              10.8 us         11.9 us        64416 bytes_per_second=361.687Mi/s
raw_benchmark_pscw_accumulate/4096/manual_time                             14.5 us         15.7 us        48416 bytes_per_second=2.11015Gi/s
raw_benchmark_pscw_accumulate/32768/manual_time                            41.7 us         43.0 us        16814 bytes_per_second=5.86061Gi/s
raw_benchmark_pscw_accumulate/262144/manual_time                            268 us          269 us         2610 bytes_per_second=7.27457Gi/s
