-------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                     Time             CPU   Iterations UserCounters...
benchmark_osu_latency_Kokkos_Comm_mpi_sendrecv/64/manual_time             0.633 us         1.16 us      1104795 bytes=128
benchmark_osu_latency_Kokkos_Comm_mpi_sendrecv/512/manual_time            0.675 us         1.20 us      1029975 bytes=1.024k
benchmark_osu_latency_Kokkos_Comm_mpi_sendrecv/4096/manual_time           0.785 us         1.31 us       891817 bytes=8.192k
benchmark_osu_latency_Kokkos_Comm_mpi_sendrecv/32768/manual_time           2.00 us         2.58 us       348535 bytes=65.536k
benchmark_osu_latency_Kokkos_Comm_mpi_sendrecv/262144/manual_time          13.8 us         14.3 us        46698 bytes=524.288k
benchmark_osu_latency_Kokkos_Comm_mpi_sendrecv/2097152/manual_time          107 us          107 us         7059 bytes=4.1943M
benchmark_osu_latency_Kokkos_Comm_mpi_sendrecv/16777216/manual_time         838 us          836 us          836 bytes=33.5544M
benchmark_osu_latency_Kokkos_Comm_mpi_sendrecv/134217728/manual_time       9142 us         9106 us           73 bytes=268.435M
benchmark_osu_latency_Kokkos_Comm_mpi_sendrecv/268435456/manual_time      18282 us        18200 us           37 bytes=536.871M
benchmark_osu_latency_MPI_isendirecv/1/manual_time                        0.393 us        0.761 us      1796403 bytes=2
benchmark_osu_latency_MPI_isendirecv/8/manual_time                        0.391 us        0.758 us      1795897 bytes=16
benchmark_osu_latency_MPI_isendirecv/64/manual_time                       0.389 us        0.758 us      1787148 bytes=128
benchmark_osu_latency_MPI_isendirecv/512/manual_time                      0.466 us        0.834 us      1501786 bytes=1.024k
benchmark_osu_latency_MPI_isendirecv/4096/manual_time                     0.562 us        0.934 us      1246165 bytes=8.192k
benchmark_osu_latency_MPI_isendirecv/32768/manual_time                     3.98 us         4.45 us       175154 bytes=65.536k
benchmark_osu_latency_MPI_isendirecv/262144/manual_time                    11.7 us         12.2 us        60432 bytes=524.288k
benchmark_osu_latency_MPI_isendirecv/2097152/manual_time                   93.7 us         94.1 us         7455 bytes=4.1943M
benchmark_osu_latency_MPI_isendirecv/16777216/manual_time                   757 us          755 us          927 bytes=33.5544M
benchmark_osu_latency_MPI_isendirecv/134217728/manual_time                 9088 us         9067 us           74 bytes=268.435M
benchmark_osu_latency_MPI_isendirecv/268435456/manual_time                18163 us        18115 us           37 bytes=536.871M
benchmark_osu_latency_MPI_sendrecv/1/manual_time                          0.247 us        0.591 us      2861859 bytes=2
benchmark_osu_latency_MPI_sendrecv/8/manual_time                          0.247 us        0.590 us      2829604 bytes=16
benchmark_osu_latency_MPI_sendrecv/64/manual_time                         0.249 us        0.592 us      2775086 bytes=128
benchmark_osu_latency_MPI_sendrecv/512/manual_time                        0.367 us        0.715 us      1887237 bytes=1.024k
benchmark_osu_latency_MPI_sendrecv/4096/manual_time                       0.479 us        0.833 us      1463973 bytes=8.192k
benchmark_osu_latency_MPI_sendrecv/32768/manual_time                       1.72 us         2.13 us       408455 bytes=65.536k
benchmark_osu_latency_MPI_sendrecv/262144/manual_time                      12.8 us         13.2 us        54635 bytes=524.288k
benchmark_osu_latency_MPI_sendrecv/2097152/manual_time                      112 us          112 us         6225 bytes=4.1943M
benchmark_osu_latency_MPI_sendrecv/16777216/manual_time                     922 us          920 us          760 bytes=33.5544M
benchmark_osu_latency_MPI_sendrecv/134217728/manual_time                   9145 us         9118 us           73 bytes=268.435M
benchmark_osu_latency_MPI_sendrecv/268435456/manual_time                  18312 us        18250 us           37 bytes=536.871M
benchmark_lock_unlock_put/1/manual_time                                    4.53 us         5.00 us       129899 bytes_per_second=1.68544Mi/s
benchmark_lock_unlock_put/8/manual_time                                    4.81 us         5.23 us       122529 bytes_per_second=12.6956Mi/s
benchmark_lock_unlock_put/64/manual_time                                   5.18 us         5.65 us       114893 bytes_per_second=94.2814Mi/s
benchmark_lock_unlock_put/512/manual_time                                  6.01 us         6.49 us        91730 bytes_per_second=649.583Mi/s
benchmark_lock_unlock_put/4096/manual_time                                 7.32 us         7.80 us        76975 bytes_per_second=4.16869Gi/s
benchmark_lock_unlock_put/32768/manual_time                                17.3 us         17.7 us        39189 bytes_per_second=14.124Gi/s
benchmark_lock_unlock_put/262144/manual_time                                101 us          101 us         6418 bytes_per_second=19.4155Gi/s
benchmark_lock_unlock_get/1/manual_time                                    5.58 us         6.18 us       127066 bytes_per_second=1.36789Mi/s
benchmark_lock_unlock_get/8/manual_time                                    5.61 us         6.21 us       123830 bytes_per_second=10.8797Mi/s
benchmark_lock_unlock_get/64/manual_time                                   6.08 us         6.68 us       115942 bytes_per_second=80.2928Mi/s
benchmark_lock_unlock_get/512/manual_time                                  6.43 us         7.03 us       110011 bytes_per_second=607.881Mi/s
benchmark_lock_unlock_get/4096/manual_time                                 7.53 us         8.13 us        92748 bytes_per_second=4.05394Gi/s
benchmark_lock_unlock_get/32768/manual_time                                19.8 us         20.4 us        35486 bytes_per_second=12.3498Gi/s
benchmark_lock_unlock_get/262144/manual_time                               98.5 us         99.0 us         6988 bytes_per_second=19.8267Gi/s
benchmark_lock_unlock_accumulate/1/manual_time                             7.48 us         7.96 us        78853 bytes_per_second=1.02018Mi/s
benchmark_lock_unlock_accumulate/8/manual_time                             7.78 us         8.25 us        81891 bytes_per_second=7.85004Mi/s
benchmark_lock_unlock_accumulate/64/manual_time                            8.65 us         9.14 us        74134 bytes_per_second=56.4303Mi/s
benchmark_lock_unlock_accumulate/512/manual_time                           9.80 us         10.3 us        65353 bytes_per_second=398.663Mi/s
benchmark_lock_unlock_accumulate/4096/manual_time                          89.2 us         53.1 us         7149 bytes_per_second=350.283Mi/s
benchmark_lock_unlock_accumulate/32768/manual_time                         56.0 us         56.5 us        12419 bytes_per_second=4.35625Gi/s
benchmark_lock_unlock_accumulate/262144/manual_time                         510 us          466 us         1153 bytes_per_second=3.82817Gi/s
benchmark_fence_put/1/manual_time                                          4.71 us         5.10 us       112805 bytes_per_second=1.61815Mi/s
benchmark_fence_put/8/manual_time                                          4.97 us         5.35 us       106188 bytes_per_second=12.2785Mi/s
benchmark_fence_put/64/manual_time                                         5.61 us         5.98 us        98841 bytes_per_second=87.007Mi/s
benchmark_fence_put/512/manual_time                                        7.48 us         7.84 us        84012 bytes_per_second=522.098Mi/s
benchmark_fence_put/4096/manual_time                                       8.84 us         9.09 us        74152 bytes_per_second=3.45093Gi/s
benchmark_fence_put/32768/manual_time                                      21.0 us         21.2 us        31164 bytes_per_second=11.6063Gi/s
benchmark_fence_put/262144/manual_time                                      112 us          111 us         5419 bytes_per_second=17.3873Gi/s
benchmark_fence_get/1/manual_time                                          7.27 us         7.80 us        99833 bytes_per_second=1.04947Mi/s
benchmark_fence_get/8/manual_time                                          7.26 us         7.80 us        96230 bytes_per_second=8.40295Mi/s
benchmark_fence_get/64/manual_time                                         7.31 us         7.84 us        95523 bytes_per_second=66.7924Mi/s
benchmark_fence_get/512/manual_time                                        7.20 us         7.74 us        96253 bytes_per_second=542.204Mi/s
benchmark_fence_get/4096/manual_time                                       9.13 us         9.66 us        74694 bytes_per_second=3.34314Gi/s
benchmark_fence_get/32768/manual_time                                      18.8 us         19.3 us        37063 bytes_per_second=13.0112Gi/s
benchmark_fence_get/262144/manual_time                                      101 us          101 us         6941 bytes_per_second=19.3857Gi/s
benchmark_fence_accumulate/1/manual_time                                   14.4 us         14.7 us        44637 bytes_per_second=543.182Ki/s
benchmark_fence_accumulate/8/manual_time                                   14.7 us         15.0 us        43575 bytes_per_second=4.15324Mi/s
benchmark_fence_accumulate/64/manual_time                                  15.8 us         16.0 us        40897 bytes_per_second=30.9675Mi/s
benchmark_fence_accumulate/512/manual_time                                 92.8 us         53.3 us         6514 bytes_per_second=42.1023Mi/s
benchmark_fence_accumulate/4096/manual_time                                21.9 us         22.1 us        30376 bytes_per_second=1.39534Gi/s
benchmark_fence_accumulate/32768/manual_time                               65.0 us         64.5 us         8576 bytes_per_second=3.7539Gi/s
benchmark_fence_accumulate/262144/manual_time                               531 us          486 us         1099 bytes_per_second=3.68078Gi/s
benchmark_pscw_put/1/manual_time                                           11.2 us         11.6 us        55276 bytes_per_second=696.648Ki/s
benchmark_pscw_put/8/manual_time                                           11.4 us         11.7 us        54604 bytes_per_second=5.37715Mi/s
benchmark_pscw_put/64/manual_time                                          11.9 us         12.2 us        52583 bytes_per_second=41.1313Mi/s
benchmark_pscw_put/512/manual_time                                         13.5 us         13.8 us        47198 bytes_per_second=290.015Mi/s
benchmark_pscw_put/4096/manual_time                                        12.8 us         13.1 us        48004 bytes_per_second=2.37627Gi/s
benchmark_pscw_put/32768/manual_time                                       25.6 us         25.7 us        26100 bytes_per_second=9.5369Gi/s
benchmark_pscw_put/262144/manual_time                                       108 us          107 us         5659 bytes_per_second=18.0376Gi/s
benchmark_pscw_get/1/manual_time                                           12.2 us         12.6 us        51405 bytes_per_second=638.073Ki/s
benchmark_pscw_get/8/manual_time                                           12.3 us         12.7 us        50701 bytes_per_second=4.9453Mi/s
benchmark_pscw_get/64/manual_time                                          12.6 us         12.9 us        49586 bytes_per_second=38.8599Mi/s
benchmark_pscw_get/512/manual_time                                         14.7 us         15.0 us        43510 bytes_per_second=265.34Mi/s
benchmark_pscw_get/4096/manual_time                                        14.1 us         14.4 us        45389 bytes_per_second=2.16519Gi/s
benchmark_pscw_get/32768/manual_time                                       29.0 us         29.1 us        23247 bytes_per_second=8.41683Gi/s
benchmark_pscw_get/262144/manual_time                                       109 us          108 us         5622 bytes_per_second=17.8486Gi/s
benchmark_pscw_accumulate/1/manual_time                                    21.8 us         22.0 us        30535 bytes_per_second=358.555Ki/s
benchmark_pscw_accumulate/8/manual_time                                    22.0 us         22.2 us        30164 bytes_per_second=2.76918Mi/s
benchmark_pscw_accumulate/64/manual_time                                   23.0 us         23.2 us        28953 bytes_per_second=21.2219Mi/s
benchmark_pscw_accumulate/512/manual_time                                   101 us         61.9 us         6025 bytes_per_second=38.5742Mi/s
benchmark_pscw_accumulate/4096/manual_time                                 28.2 us         28.4 us        24370 bytes_per_second=1.08096Gi/s
benchmark_pscw_accumulate/32768/manual_time                                71.5 us         71.0 us         7989 bytes_per_second=3.41494Gi/s
benchmark_pscw_accumulate/262144/manual_time                                509 us          465 us         1041 bytes_per_second=3.83423Gi/s
benchmark_sendrecv_comparison/1/manual_time                               0.186 us        0.654 us      3727296 bytes_per_second=81.9624Mi/s
benchmark_sendrecv_comparison/8/manual_time                               0.189 us        0.657 us      3728344 bytes_per_second=646.854Mi/s
benchmark_sendrecv_comparison/64/manual_time                              0.255 us        0.727 us      2772031 bytes_per_second=3.73387Gi/s
benchmark_sendrecv_comparison/512/manual_time                             0.359 us        0.837 us      1942773 bytes_per_second=21.2236Gi/s
benchmark_sendrecv_comparison/4096/manual_time                             1.62 us         2.13 us       433981 bytes_per_second=37.7881Gi/s
benchmark_sendrecv_comparison/32768/manual_time                            13.0 us         13.5 us        53680 bytes_per_second=37.5642Gi/s
benchmark_sendrecv_comparison/262144/manual_time                            112 us          113 us         6225 bytes_per_second=34.7329Gi/s
raw_benchmark_lock_unlock_put/1/manual_time                                9.96 us         10.4 us        64366 bytes_per_second=784.175Ki/s
raw_benchmark_lock_unlock_put/8/manual_time                                10.2 us         10.6 us        63025 bytes_per_second=5.98741Mi/s
raw_benchmark_lock_unlock_put/64/manual_time                               10.6 us         11.0 us        61130 bytes_per_second=45.8725Mi/s
raw_benchmark_lock_unlock_put/512/manual_time                              10.6 us         11.0 us        60934 bytes_per_second=369.1Mi/s
raw_benchmark_lock_unlock_put/4096/manual_time                             13.1 us         13.4 us        50529 bytes_per_second=2.3374Gi/s
raw_benchmark_lock_unlock_put/32768/manual_time                            27.2 us         27.5 us        25319 bytes_per_second=8.98403Gi/s
raw_benchmark_lock_unlock_put/262144/manual_time                            120 us          120 us         5464 bytes_per_second=16.2484Gi/s
raw_benchmark_lock_unlock_get/1/manual_time                                10.2 us         10.8 us        68475 bytes_per_second=762.76Ki/s
raw_benchmark_lock_unlock_get/8/manual_time                                10.4 us         10.9 us        63749 bytes_per_second=5.87849Mi/s
raw_benchmark_lock_unlock_get/64/manual_time                               10.4 us         10.9 us        67305 bytes_per_second=47.0266Mi/s
raw_benchmark_lock_unlock_get/512/manual_time                              10.4 us         10.9 us        66494 bytes_per_second=376.005Mi/s
raw_benchmark_lock_unlock_get/4096/manual_time                             12.6 us         13.1 us        55133 bytes_per_second=2.43061Gi/s
raw_benchmark_lock_unlock_get/32768/manual_time                            26.2 us         26.7 us        27038 bytes_per_second=9.32058Gi/s
raw_benchmark_lock_unlock_get/262144/manual_time                            118 us          118 us         5929 bytes_per_second=16.6079Gi/s
raw_benchmark_lock_unlock_accumulate/1/manual_time                         11.2 us         11.7 us        58182 bytes_per_second=694.485Ki/s
raw_benchmark_lock_unlock_accumulate/8/manual_time                         11.4 us         11.8 us        56920 bytes_per_second=5.34061Mi/s
raw_benchmark_lock_unlock_accumulate/64/manual_time                        12.4 us         12.8 us        52954 bytes_per_second=39.5032Mi/s
raw_benchmark_lock_unlock_accumulate/512/manual_time                       14.3 us         14.7 us        46816 bytes_per_second=273.927Mi/s
raw_benchmark_lock_unlock_accumulate/4096/manual_time                      19.0 us         19.4 us        35959 bytes_per_second=1.60849Gi/s
raw_benchmark_lock_unlock_accumulate/32768/manual_time                     62.8 us         63.3 us         9559 bytes_per_second=3.88456Gi/s
raw_benchmark_lock_unlock_accumulate/262144/manual_time                     463 us          425 us         1187 bytes_per_second=4.21762Gi/s
raw_benchmark_fence_put/1/manual_time                                      14.6 us         14.8 us        43850 bytes_per_second=535.841Ki/s
raw_benchmark_fence_put/8/manual_time                                      14.8 us         15.0 us        43143 bytes_per_second=4.12878Mi/s
raw_benchmark_fence_put/64/manual_time                                     15.4 us         15.6 us        41927 bytes_per_second=31.7706Mi/s
raw_benchmark_fence_put/512/manual_time                                    15.4 us         15.5 us        41980 bytes_per_second=254.433Mi/s
raw_benchmark_fence_put/4096/manual_time                                   18.9 us         19.0 us        34789 bytes_per_second=1.61654Gi/s
raw_benchmark_fence_put/32768/manual_time                                  33.2 us         33.1 us        20814 bytes_per_second=7.36113Gi/s
raw_benchmark_fence_put/262144/manual_time                                  151 us          149 us         4354 bytes_per_second=12.9107Gi/s
raw_benchmark_fence_get/1/manual_time                                      15.1 us         15.6 us        45794 bytes_per_second=517.512Ki/s
raw_benchmark_fence_get/8/manual_time                                      15.2 us         15.7 us        46184 bytes_per_second=4.00756Mi/s
raw_benchmark_fence_get/64/manual_time                                     15.0 us         15.5 us        46536 bytes_per_second=32.4525Mi/s
raw_benchmark_fence_get/512/manual_time                                    15.3 us         15.7 us        45911 bytes_per_second=255.952Mi/s
raw_benchmark_fence_get/4096/manual_time                                   18.4 us         18.9 us        38054 bytes_per_second=1.65673Gi/s
raw_benchmark_fence_get/32768/manual_time                                  31.9 us         32.4 us        22005 bytes_per_second=7.65367Gi/s
raw_benchmark_fence_get/262144/manual_time                                  123 us          123 us         5696 bytes_per_second=15.9325Gi/s
raw_benchmark_fence_accumulate/1/manual_time                               25.6 us         25.7 us        26316 bytes_per_second=305.308Ki/s
raw_benchmark_fence_accumulate/8/manual_time                               26.0 us         26.0 us        25854 bytes_per_second=2.35074Mi/s
raw_benchmark_fence_accumulate/64/manual_time                              27.1 us         27.1 us        24932 bytes_per_second=18.0472Mi/s
raw_benchmark_fence_accumulate/512/manual_time                             29.6 us         29.6 us        22737 bytes_per_second=131.979Mi/s
raw_benchmark_fence_accumulate/4096/manual_time                            35.2 us         35.2 us        19662 bytes_per_second=886.774Mi/s
raw_benchmark_fence_accumulate/32768/manual_time                            164 us          125 us         3895 bytes_per_second=1.49194Gi/s
raw_benchmark_fence_accumulate/262144/manual_time                           626 us          572 us          879 bytes_per_second=3.11803Gi/s
raw_benchmark_pscw_put/1/manual_time                                       17.5 us         17.6 us        37064 bytes_per_second=447.68Ki/s
raw_benchmark_pscw_put/8/manual_time                                       17.6 us         17.8 us        36893 bytes_per_second=3.47294Mi/s
raw_benchmark_pscw_put/64/manual_time                                      18.1 us         18.3 us        35964 bytes_per_second=26.9439Mi/s
raw_benchmark_pscw_put/512/manual_time                                     18.1 us         18.2 us        36190 bytes_per_second=216.124Mi/s
raw_benchmark_pscw_put/4096/manual_time                                    17.4 us         17.6 us        37702 bytes_per_second=1.75583Gi/s
raw_benchmark_pscw_put/32768/manual_time                                   34.2 us         34.2 us        20170 bytes_per_second=7.13366Gi/s
raw_benchmark_pscw_put/262144/manual_time                                   127 us          125 us         4859 bytes_per_second=15.4324Gi/s
raw_benchmark_pscw_get/1/manual_time                                       18.6 us         18.7 us        35189 bytes_per_second=420.296Ki/s
raw_benchmark_pscw_get/8/manual_time                                       18.7 us         18.9 us        35064 bytes_per_second=3.26615Mi/s
raw_benchmark_pscw_get/64/manual_time                                      18.9 us         19.0 us        34646 bytes_per_second=25.8699Mi/s
raw_benchmark_pscw_get/512/manual_time                                     19.1 us         19.2 us        34433 bytes_per_second=204.804Mi/s
raw_benchmark_pscw_get/4096/manual_time                                    18.3 us         18.5 us        35767 bytes_per_second=1.66748Gi/s
raw_benchmark_pscw_get/32768/manual_time                                   32.4 us         32.4 us        20977 bytes_per_second=7.52433Gi/s
raw_benchmark_pscw_get/262144/manual_time                                   126 us          125 us         4922 bytes_per_second=15.4898Gi/s
raw_benchmark_pscw_accumulate/1/manual_time                                29.8 us         29.8 us        23146 bytes_per_second=261.936Ki/s
raw_benchmark_pscw_accumulate/8/manual_time                                29.9 us         30.0 us        22983 bytes_per_second=2.03842Mi/s
raw_benchmark_pscw_accumulate/64/manual_time                               31.1 us         31.1 us        22147 bytes_per_second=15.6932Mi/s
raw_benchmark_pscw_accumulate/512/manual_time                              35.2 us         35.2 us        19638 bytes_per_second=110.925Mi/s
raw_benchmark_pscw_accumulate/4096/manual_time                             39.7 us         39.7 us        17493 bytes_per_second=787.05Mi/s
raw_benchmark_pscw_accumulate/32768/manual_time                             170 us          132 us         3817 bytes_per_second=1.43635Gi/s
raw_benchmark_pscw_accumulate/262144/manual_time                            496 us          451 us         1027 bytes_per_second=3.94039Gi/s
