--------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                            Time             CPU   Iterations UserCounters...
benchmark_lock_unlock_get/32768/manual_time_mean                                  27.7 us         29.4 us           50 bytes_per_second=8.8197Gi/s
benchmark_lock_unlock_get/32768/manual_time_median                                27.6 us         29.3 us           50 bytes_per_second=8.83871Gi/s
benchmark_lock_unlock_get/32768/manual_time_stddev                               0.353 us        0.361 us           50 bytes_per_second=109.615Mi/s
benchmark_lock_unlock_get/32768/manual_time_cv                                    1.27 %          1.23 %            50 bytes_per_second=1.21%
benchmark_lock_unlock_get/262144/manual_time_mean                                  139 us          140 us           50 bytes_per_second=14.0596Gi/s
benchmark_lock_unlock_get/262144/manual_time_median                                139 us          140 us           50 bytes_per_second=14.0665Gi/s
benchmark_lock_unlock_get/262144/manual_time_stddev                              0.203 us        0.204 us           50 bytes_per_second=20.9872Mi/s
benchmark_lock_unlock_get/262144/manual_time_cv                                   0.15 %          0.15 %            50 bytes_per_second=0.15%
benchmark_lock_unlock_accumulate/1/manual_time_mean                               11.2 us         11.7 us           50 bytes_per_second=700.353Ki/s
benchmark_lock_unlock_accumulate/1/manual_time_median                             11.1 us         11.7 us           50 bytes_per_second=700.86Ki/s
benchmark_lock_unlock_accumulate/1/manual_time_stddev                            0.222 us        0.225 us           50 bytes_per_second=13.9328Ki/s
benchmark_lock_unlock_accumulate/1/manual_time_cv                                 1.99 %          1.92 %            50 bytes_per_second=1.99%
benchmark_lock_unlock_accumulate/8/manual_time_mean                               12.3 us         12.8 us           50 bytes_per_second=4.97073Mi/s
benchmark_lock_unlock_accumulate/8/manual_time_median                             12.3 us         12.8 us           50 bytes_per_second=4.97682Mi/s
benchmark_lock_unlock_accumulate/8/manual_time_stddev                            0.263 us        0.264 us           50 bytes_per_second=108.968Ki/s
benchmark_lock_unlock_accumulate/8/manual_time_cv                                 2.14 %          2.05 %            50 bytes_per_second=2.14%
benchmark_lock_unlock_accumulate/64/manual_time_mean                              14.6 us         15.2 us           50 bytes_per_second=33.5053Mi/s
benchmark_lock_unlock_accumulate/64/manual_time_median                            14.6 us         15.1 us           50 bytes_per_second=33.5214Mi/s
benchmark_lock_unlock_accumulate/64/manual_time_stddev                           0.378 us        0.382 us           50 bytes_per_second=883.72Ki/s
benchmark_lock_unlock_accumulate/64/manual_time_cv                                2.59 %          2.52 %            50 bytes_per_second=2.58%
benchmark_lock_unlock_accumulate/512/manual_time_mean                             17.4 us         17.9 us           50 bytes_per_second=224.71Mi/s
benchmark_lock_unlock_accumulate/512/manual_time_median                           17.4 us         17.9 us           50 bytes_per_second=224.785Mi/s
benchmark_lock_unlock_accumulate/512/manual_time_stddev                          0.247 us        0.247 us           50 bytes_per_second=3.18181Mi/s
benchmark_lock_unlock_accumulate/512/manual_time_cv                               1.42 %          1.38 %            50 bytes_per_second=1.42%
benchmark_lock_unlock_accumulate/4096/manual_time_mean                            24.6 us         25.2 us           50 bytes_per_second=1.24022Gi/s
benchmark_lock_unlock_accumulate/4096/manual_time_median                          24.5 us         25.1 us           50 bytes_per_second=1.24449Gi/s
benchmark_lock_unlock_accumulate/4096/manual_time_stddev                         0.452 us        0.457 us           50 bytes_per_second=23.2163Mi/s
benchmark_lock_unlock_accumulate/4096/manual_time_cv                              1.84 %          1.81 %            50 bytes_per_second=1.83%
benchmark_lock_unlock_accumulate/32768/manual_time_mean                            186 us          133 us           50 bytes_per_second=1.31476Gi/s
benchmark_lock_unlock_accumulate/32768/manual_time_median                          191 us          134 us           50 bytes_per_second=1.27722Gi/s
benchmark_lock_unlock_accumulate/32768/manual_time_stddev                         10.4 us         3.16 us           50 bytes_per_second=82.0253Mi/s
benchmark_lock_unlock_accumulate/32768/manual_time_cv                             5.58 %          2.39 %            50 bytes_per_second=6.09%
benchmark_lock_unlock_accumulate/262144/manual_time_mean                           658 us          594 us           50 bytes_per_second=2.96961Gi/s
benchmark_lock_unlock_accumulate/262144/manual_time_median                         657 us          594 us           50 bytes_per_second=2.97079Gi/s
benchmark_lock_unlock_accumulate/262144/manual_time_stddev                        2.65 us         2.58 us           50 bytes_per_second=12.1876Mi/s
benchmark_lock_unlock_accumulate/262144/manual_time_cv                            0.40 %          0.43 %            50 bytes_per_second=0.40%
benchmark_fence_put/1/manual_time_mean                                            38.1 us         39.6 us           50 bytes_per_second=205.53Ki/s
benchmark_fence_put/1/manual_time_median                                          38.1 us         39.7 us           50 bytes_per_second=204.96Ki/s
benchmark_fence_put/1/manual_time_stddev                                          1.30 us         1.30 us           50 bytes_per_second=7.1343Ki/s
benchmark_fence_put/1/manual_time_cv                                              3.40 %          3.27 %            50 bytes_per_second=3.47%
benchmark_fence_put/8/manual_time_mean                                            41.9 us         43.4 us           50 bytes_per_second=1.45848Mi/s
benchmark_fence_put/8/manual_time_median                                          42.0 us         43.5 us           50 bytes_per_second=1.4537Mi/s
benchmark_fence_put/8/manual_time_stddev                                          1.28 us         1.28 us           50 bytes_per_second=46.6574Ki/s
benchmark_fence_put/8/manual_time_cv                                              3.05 %          2.94 %            50 bytes_per_second=3.12%
benchmark_fence_put/64/manual_time_mean                                           44.7 us         46.3 us           50 bytes_per_second=10.9244Mi/s
benchmark_fence_put/64/manual_time_median                                         44.7 us         46.2 us           50 bytes_per_second=10.9122Mi/s
benchmark_fence_put/64/manual_time_stddev                                         1.52 us         1.52 us           50 bytes_per_second=381.088Ki/s
benchmark_fence_put/64/manual_time_cv                                             3.40 %          3.28 %            50 bytes_per_second=3.41%
benchmark_fence_put/512/manual_time_mean                                          48.5 us         49.9 us           50 bytes_per_second=80.7022Mi/s
benchmark_fence_put/512/manual_time_median                                        48.8 us         50.2 us           50 bytes_per_second=80.023Mi/s
benchmark_fence_put/512/manual_time_stddev                                        1.91 us         1.89 us           50 bytes_per_second=3.19804Mi/s
benchmark_fence_put/512/manual_time_cv                                            3.95 %          3.80 %            50 bytes_per_second=3.96%
benchmark_fence_put/4096/manual_time_mean                                         51.8 us         53.1 us           50 bytes_per_second=604.096Mi/s
benchmark_fence_put/4096/manual_time_median                                       52.4 us         53.6 us           50 bytes_per_second=596.459Mi/s
benchmark_fence_put/4096/manual_time_stddev                                       1.96 us         1.92 us           50 bytes_per_second=23.1418Mi/s
benchmark_fence_put/4096/manual_time_cv                                           3.78 %          3.61 %            50 bytes_per_second=3.83%
benchmark_fence_put/32768/manual_time_mean                                        68.3 us         69.3 us           50 bytes_per_second=3.58482Gi/s
benchmark_fence_put/32768/manual_time_median                                      67.0 us         68.0 us           50 bytes_per_second=3.64526Gi/s
benchmark_fence_put/32768/manual_time_stddev                                      3.80 us         3.66 us           50 bytes_per_second=197.425Mi/s
benchmark_fence_put/32768/manual_time_cv                                          5.56 %          5.28 %            50 bytes_per_second=5.38%
benchmark_fence_put/262144/manual_time_mean                                        232 us          232 us           50 bytes_per_second=8.43152Gi/s
benchmark_fence_put/262144/manual_time_median                                      232 us          232 us           50 bytes_per_second=8.41488Gi/s
benchmark_fence_put/262144/manual_time_stddev                                     4.41 us         4.31 us           50 bytes_per_second=166.491Mi/s
benchmark_fence_put/262144/manual_time_cv                                         1.91 %          1.86 %            50 bytes_per_second=1.93%
benchmark_fence_get/1/manual_time_mean                                            44.5 us         46.1 us           50 bytes_per_second=175.535Ki/s
benchmark_fence_get/1/manual_time_median                                          44.5 us         46.1 us           50 bytes_per_second=175.659Ki/s
benchmark_fence_get/1/manual_time_stddev                                         0.286 us        0.288 us           50 bytes_per_second=1.10475Ki/s
benchmark_fence_get/1/manual_time_cv                                              0.64 %          0.62 %            50 bytes_per_second=0.63%
benchmark_fence_get/8/manual_time_mean                                            44.4 us         46.0 us           50 bytes_per_second=1.37387Mi/s
benchmark_fence_get/8/manual_time_median                                          44.4 us         46.1 us           50 bytes_per_second=1.3735Mi/s
benchmark_fence_get/8/manual_time_stddev                                         0.111 us        0.114 us           50 bytes_per_second=3.50627Ki/s
benchmark_fence_get/8/manual_time_cv                                              0.25 %          0.25 %            50 bytes_per_second=0.25%
benchmark_fence_get/64/manual_time_mean                                           44.6 us         46.3 us           50 bytes_per_second=10.9427Mi/s
benchmark_fence_get/64/manual_time_median                                         44.6 us         46.2 us           50 bytes_per_second=10.9521Mi/s
benchmark_fence_get/64/manual_time_stddev                                        0.212 us        0.214 us           50 bytes_per_second=52.4874Ki/s
benchmark_fence_get/64/manual_time_cv                                             0.48 %          0.46 %            50 bytes_per_second=0.47%
benchmark_fence_get/512/manual_time_mean                                          44.5 us         46.2 us           50 bytes_per_second=87.7033Mi/s
benchmark_fence_get/512/manual_time_median                                        44.5 us         46.2 us           50 bytes_per_second=87.7626Mi/s
benchmark_fence_get/512/manual_time_stddev                                       0.129 us        0.130 us           50 bytes_per_second=259.204Ki/s
benchmark_fence_get/512/manual_time_cv                                            0.29 %          0.28 %            50 bytes_per_second=0.29%
benchmark_fence_get/4096/manual_time_mean                                         44.5 us         46.1 us           50 bytes_per_second=702.465Mi/s
benchmark_fence_get/4096/manual_time_median                                       44.5 us         46.1 us           50 bytes_per_second=702.892Mi/s
benchmark_fence_get/4096/manual_time_stddev                                      0.240 us        0.246 us           50 bytes_per_second=3.71015Mi/s
benchmark_fence_get/4096/manual_time_cv                                           0.54 %          0.53 %            50 bytes_per_second=0.53%
benchmark_fence_get/32768/manual_time_mean                                        56.0 us         57.6 us           50 bytes_per_second=4.35615Gi/s
benchmark_fence_get/32768/manual_time_median                                      56.0 us         57.5 us           50 bytes_per_second=4.36268Gi/s
benchmark_fence_get/32768/manual_time_stddev                                     0.475 us        0.475 us           50 bytes_per_second=36.4181Mi/s
benchmark_fence_get/32768/manual_time_cv                                          0.85 %          0.83 %            50 bytes_per_second=0.82%
benchmark_fence_get/262144/manual_time_mean                                        173 us          174 us           50 bytes_per_second=11.2862Gi/s
benchmark_fence_get/262144/manual_time_median                                      173 us          174 us           50 bytes_per_second=11.2914Gi/s
benchmark_fence_get/262144/manual_time_stddev                                     1.36 us         1.38 us           50 bytes_per_second=90.9094Mi/s
benchmark_fence_get/262144/manual_time_cv                                         0.79 %          0.79 %            50 bytes_per_second=0.79%
benchmark_fence_accumulate/1/manual_time_mean                                     66.8 us         67.7 us           50 bytes_per_second=117.053Ki/s
benchmark_fence_accumulate/1/manual_time_median                                   66.9 us         67.7 us           50 bytes_per_second=116.845Ki/s
benchmark_fence_accumulate/1/manual_time_stddev                                   1.43 us         1.35 us           50 bytes_per_second=2.51238Ki/s
benchmark_fence_accumulate/1/manual_time_cv                                       2.14 %          2.00 %            50 bytes_per_second=2.15%
benchmark_fence_accumulate/8/manual_time_mean                                     71.6 us         72.6 us           50 bytes_per_second=872.745Ki/s
benchmark_fence_accumulate/8/manual_time_median                                   71.8 us         72.7 us           50 bytes_per_second=870.194Ki/s
benchmark_fence_accumulate/8/manual_time_stddev                                   1.53 us         1.51 us           50 bytes_per_second=18.5792Ki/s
benchmark_fence_accumulate/8/manual_time_cv                                       2.13 %          2.09 %            50 bytes_per_second=2.13%
benchmark_fence_accumulate/64/manual_time_mean                                    74.7 us         75.7 us           50 bytes_per_second=6.63266Mi/s
benchmark_fence_accumulate/64/manual_time_median                                  78.2 us         79.0 us           50 bytes_per_second=6.24322Mi/s
benchmark_fence_accumulate/64/manual_time_stddev                                  8.10 us         7.89 us           50 bytes_per_second=894.397Ki/s
benchmark_fence_accumulate/64/manual_time_cv                                     10.85 %         10.43 %            50 bytes_per_second=13.17%
benchmark_fence_accumulate/512/manual_time_mean                                    188 us          128 us           50 bytes_per_second=20.7971Mi/s
benchmark_fence_accumulate/512/manual_time_median                                  188 us          128 us           50 bytes_per_second=20.7951Mi/s
benchmark_fence_accumulate/512/manual_time_stddev                                 1.84 us         1.38 us           50 bytes_per_second=208.376Ki/s
benchmark_fence_accumulate/512/manual_time_cv                                     0.98 %          1.08 %            50 bytes_per_second=0.98%
benchmark_fence_accumulate/4096/manual_time_mean                                   112 us          103 us           50 bytes_per_second=302.796Mi/s
benchmark_fence_accumulate/4096/manual_time_median                                95.0 us         95.8 us           50 bytes_per_second=328.861Mi/s
benchmark_fence_accumulate/4096/manual_time_stddev                                40.7 us         18.2 us           50 bytes_per_second=66.1456Mi/s
benchmark_fence_accumulate/4096/manual_time_cv                                   36.36 %         17.65 %            50 bytes_per_second=21.84%
benchmark_fence_accumulate/32768/manual_time_mean                                  269 us          211 us           50 bytes_per_second=930.915Mi/s
benchmark_fence_accumulate/32768/manual_time_median                                268 us          211 us           50 bytes_per_second=932.03Mi/s
benchmark_fence_accumulate/32768/manual_time_stddev                               1.45 us         1.24 us           50 bytes_per_second=5.02266Mi/s
benchmark_fence_accumulate/32768/manual_time_cv                                   0.54 %          0.59 %            50 bytes_per_second=0.54%
benchmark_fence_accumulate/262144/manual_time_mean                                 730 us          666 us           50 bytes_per_second=2.67535Gi/s
benchmark_fence_accumulate/262144/manual_time_median                               730 us          666 us           50 bytes_per_second=2.67699Gi/s
benchmark_fence_accumulate/262144/manual_time_stddev                              3.13 us         2.74 us           50 bytes_per_second=11.7019Mi/s
benchmark_fence_accumulate/262144/manual_time_cv                                  0.43 %          0.41 %            50 bytes_per_second=0.43%
benchmark_pscw_put/1/manual_time_mean                                             61.1 us         61.7 us           50 bytes_per_second=128.05Ki/s
benchmark_pscw_put/1/manual_time_median                                           62.2 us         62.8 us           50 bytes_per_second=125.573Ki/s
benchmark_pscw_put/1/manual_time_stddev                                           2.84 us         2.86 us           50 bytes_per_second=6.26486Ki/s
benchmark_pscw_put/1/manual_time_cv                                               4.65 %          4.64 %            50 bytes_per_second=4.89%
benchmark_pscw_put/8/manual_time_mean                                             64.6 us         65.2 us           50 bytes_per_second=967.486Ki/s
benchmark_pscw_put/8/manual_time_median                                           64.8 us         65.3 us           50 bytes_per_second=964.823Ki/s
benchmark_pscw_put/8/manual_time_stddev                                           1.21 us         1.22 us           50 bytes_per_second=18.5632Ki/s
benchmark_pscw_put/8/manual_time_cv                                               1.87 %          1.87 %            50 bytes_per_second=1.92%
benchmark_pscw_put/64/manual_time_mean                                            67.2 us         67.7 us           50 bytes_per_second=7.273Mi/s
benchmark_pscw_put/64/manual_time_median                                          67.3 us         67.9 us           50 bytes_per_second=7.25097Mi/s
benchmark_pscw_put/64/manual_time_stddev                                          1.34 us         1.35 us           50 bytes_per_second=152.174Ki/s
benchmark_pscw_put/64/manual_time_cv                                              2.00 %          2.00 %            50 bytes_per_second=2.04%
benchmark_pscw_put/512/manual_time_mean                                           69.5 us         70.0 us           50 bytes_per_second=56.2087Mi/s
benchmark_pscw_put/512/manual_time_median                                         69.6 us         70.1 us           50 bytes_per_second=56.1189Mi/s
benchmark_pscw_put/512/manual_time_stddev                                         1.30 us         1.30 us           50 bytes_per_second=1.07328Mi/s
benchmark_pscw_put/512/manual_time_cv                                             1.87 %          1.86 %            50 bytes_per_second=1.91%
benchmark_pscw_put/4096/manual_time_mean                                          71.2 us         71.7 us           50 bytes_per_second=439.079Mi/s
benchmark_pscw_put/4096/manual_time_median                                        71.4 us         71.9 us           50 bytes_per_second=437.48Mi/s
benchmark_pscw_put/4096/manual_time_stddev                                        1.23 us         1.23 us           50 bytes_per_second=7.7726Mi/s
benchmark_pscw_put/4096/manual_time_cv                                            1.72 %          1.71 %            50 bytes_per_second=1.77%
benchmark_pscw_put/32768/manual_time_mean                                         73.2 us         73.7 us           50 bytes_per_second=3.33658Gi/s
benchmark_pscw_put/32768/manual_time_median                                       73.4 us         73.9 us           50 bytes_per_second=3.3275Gi/s
benchmark_pscw_put/32768/manual_time_stddev                                      0.908 us        0.911 us           50 bytes_per_second=42.7704Mi/s
benchmark_pscw_put/32768/manual_time_cv                                           1.24 %          1.24 %            50 bytes_per_second=1.25%
benchmark_pscw_put/262144/manual_time_mean                                         173 us          173 us           50 bytes_per_second=11.2754Gi/s
benchmark_pscw_put/262144/manual_time_median                                       173 us          173 us           50 bytes_per_second=11.2634Gi/s
benchmark_pscw_put/262144/manual_time_stddev                                      1.90 us         1.90 us           50 bytes_per_second=127.794Mi/s
benchmark_pscw_put/262144/manual_time_cv                                          1.10 %          1.10 %            50 bytes_per_second=1.11%
benchmark_pscw_get/1/manual_time_mean                                             78.3 us         78.8 us           50 bytes_per_second=99.8107Ki/s
benchmark_pscw_get/1/manual_time_median                                           78.6 us         79.1 us           50 bytes_per_second=99.3417Ki/s
benchmark_pscw_get/1/manual_time_stddev                                           1.53 us         1.53 us           50 bytes_per_second=2.0066Ki/s
benchmark_pscw_get/1/manual_time_cv                                               1.95 %          1.95 %            50 bytes_per_second=2.01%
benchmark_pscw_get/8/manual_time_mean                                             80.6 us         81.1 us           50 bytes_per_second=775.867Ki/s
benchmark_pscw_get/8/manual_time_median                                           80.6 us         81.1 us           50 bytes_per_second=774.989Ki/s
benchmark_pscw_get/8/manual_time_stddev                                           1.09 us         1.09 us           50 bytes_per_second=10.6327Ki/s
benchmark_pscw_get/8/manual_time_cv                                               1.35 %          1.35 %            50 bytes_per_second=1.37%
benchmark_pscw_get/64/manual_time_mean                                            82.8 us         83.3 us           50 bytes_per_second=5.89843Mi/s
benchmark_pscw_get/64/manual_time_median                                          82.9 us         83.4 us           50 bytes_per_second=5.88774Mi/s
benchmark_pscw_get/64/manual_time_stddev                                          1.20 us         1.20 us           50 bytes_per_second=88.963Ki/s
benchmark_pscw_get/64/manual_time_cv                                              1.45 %          1.44 %            50 bytes_per_second=1.47%
benchmark_pscw_get/512/manual_time_mean                                           85.0 us         85.4 us           50 bytes_per_second=45.9832Mi/s
benchmark_pscw_get/512/manual_time_median                                         85.0 us         85.4 us           50 bytes_per_second=45.9628Mi/s
benchmark_pscw_get/512/manual_time_stddev                                         1.19 us         1.20 us           50 bytes_per_second=671.027Ki/s
benchmark_pscw_get/512/manual_time_cv                                             1.40 %          1.40 %            50 bytes_per_second=1.43%
benchmark_pscw_get/4096/manual_time_mean                                          87.3 us         87.8 us           50 bytes_per_second=357.922Mi/s
benchmark_pscw_get/4096/manual_time_median                                        87.3 us         87.8 us           50 bytes_per_second=357.782Mi/s
benchmark_pscw_get/4096/manual_time_stddev                                        1.21 us         1.21 us           50 bytes_per_second=5.05403Mi/s
benchmark_pscw_get/4096/manual_time_cv                                            1.38 %          1.38 %            50 bytes_per_second=1.41%
benchmark_pscw_get/32768/manual_time_mean                                         89.1 us         89.5 us           50 bytes_per_second=2.74059Gi/s
benchmark_pscw_get/32768/manual_time_median                                       89.2 us         89.7 us           50 bytes_per_second=2.73586Gi/s
benchmark_pscw_get/32768/manual_time_stddev                                       1.28 us         1.29 us           50 bytes_per_second=41.9607Mi/s
benchmark_pscw_get/32768/manual_time_cv                                           1.44 %          1.44 %            50 bytes_per_second=1.50%
benchmark_pscw_get/262144/manual_time_mean                                         207 us          207 us           50 bytes_per_second=9.41949Gi/s
benchmark_pscw_get/262144/manual_time_median                                       208 us          208 us           50 bytes_per_second=9.39124Gi/s
benchmark_pscw_get/262144/manual_time_stddev                                      2.14 us         2.14 us           50 bytes_per_second=100.759Mi/s
benchmark_pscw_get/262144/manual_time_cv                                          1.03 %          1.03 %            50 bytes_per_second=1.04%
benchmark_pscw_accumulate/1/manual_time_mean                                       105 us          105 us           50 bytes_per_second=74.4072Ki/s
benchmark_pscw_accumulate/1/manual_time_median                                     105 us          106 us           50 bytes_per_second=74.2073Ki/s
benchmark_pscw_accumulate/1/manual_time_stddev                                   0.928 us        0.928 us           50 bytes_per_second=684.009/s
benchmark_pscw_accumulate/1/manual_time_cv                                        0.88 %          0.88 %            50 bytes_per_second=0.90%
benchmark_pscw_accumulate/8/manual_time_mean                                       107 us          108 us           50 bytes_per_second=582.208Ki/s
benchmark_pscw_accumulate/8/manual_time_median                                     107 us          108 us           50 bytes_per_second=582.52Ki/s
benchmark_pscw_accumulate/8/manual_time_stddev                                   0.882 us        0.879 us           50 bytes_per_second=4.80377Ki/s
benchmark_pscw_accumulate/8/manual_time_cv                                        0.82 %          0.82 %            50 bytes_per_second=0.83%
benchmark_pscw_accumulate/64/manual_time_mean                                     98.5 us         98.9 us           50 bytes_per_second=4.95532Mi/s
benchmark_pscw_accumulate/64/manual_time_median                                   98.6 us         98.9 us           50 bytes_per_second=4.95372Mi/s
benchmark_pscw_accumulate/64/manual_time_stddev                                  0.980 us        0.979 us           50 bytes_per_second=50.2692Ki/s
benchmark_pscw_accumulate/64/manual_time_cv                                       0.99 %          0.99 %            50 bytes_per_second=0.99%
benchmark_pscw_accumulate/512/manual_time_mean                                     217 us          157 us           50 bytes_per_second=18.0202Mi/s
benchmark_pscw_accumulate/512/manual_time_median                                   217 us          157 us           50 bytes_per_second=18.0333Mi/s
benchmark_pscw_accumulate/512/manual_time_stddev                                  1.45 us         1.14 us           50 bytes_per_second=122.793Ki/s
benchmark_pscw_accumulate/512/manual_time_cv                                      0.67 %          0.73 %            50 bytes_per_second=0.67%
benchmark_pscw_accumulate/4096/manual_time_mean                                    124 us          125 us           50 bytes_per_second=251.06Mi/s
benchmark_pscw_accumulate/4096/manual_time_median                                  125 us          125 us           50 bytes_per_second=250.764Mi/s
benchmark_pscw_accumulate/4096/manual_time_stddev                                0.908 us        0.913 us           50 bytes_per_second=1.84101Mi/s
benchmark_pscw_accumulate/4096/manual_time_cv                                     0.73 %          0.73 %            50 bytes_per_second=0.73%
benchmark_pscw_accumulate/32768/manual_time_mean                                   274 us          234 us           50 bytes_per_second=912.673Mi/s
benchmark_pscw_accumulate/32768/manual_time_median                                 273 us          234 us           50 bytes_per_second=914.424Mi/s
benchmark_pscw_accumulate/32768/manual_time_stddev                                4.03 us         1.35 us           50 bytes_per_second=12.6906Mi/s
benchmark_pscw_accumulate/32768/manual_time_cv                                    1.47 %          0.57 %            50 bytes_per_second=1.39%
benchmark_pscw_accumulate/262144/manual_time_mean                                  732 us          685 us           50 bytes_per_second=2.6693Gi/s
benchmark_pscw_accumulate/262144/manual_time_median                                738 us          691 us           50 bytes_per_second=2.64618Gi/s
benchmark_pscw_accumulate/262144/manual_time_stddev                               21.4 us         21.4 us           50 bytes_per_second=85.2753Mi/s
benchmark_pscw_accumulate/262144/manual_time_cv                                   2.92 %          3.12 %            50 bytes_per_second=3.12%
benchmark_sendrecv_comparison/1/manual_time_mean                                  1.61 us         2.12 us           50 bytes_per_second=9.45537Mi/s
benchmark_sendrecv_comparison/1/manual_time_median                                1.61 us         2.12 us           50 bytes_per_second=9.45648Mi/s
benchmark_sendrecv_comparison/1/manual_time_stddev                               0.003 us        0.003 us           50 bytes_per_second=18.4229Ki/s
benchmark_sendrecv_comparison/1/manual_time_cv                                    0.19 %          0.15 %            50 bytes_per_second=0.19%
benchmark_sendrecv_comparison/8/manual_time_mean                                  1.96 us         2.46 us           50 bytes_per_second=62.3581Mi/s
benchmark_sendrecv_comparison/8/manual_time_median                                1.96 us         2.47 us           50 bytes_per_second=62.2556Mi/s
benchmark_sendrecv_comparison/8/manual_time_stddev                               0.012 us        0.012 us           50 bytes_per_second=406.702Ki/s
benchmark_sendrecv_comparison/8/manual_time_cv                                    0.63 %          0.50 %            50 bytes_per_second=0.64%
benchmark_sendrecv_comparison/64/manual_time_mean                                 3.03 us         3.54 us           50 bytes_per_second=322.031Mi/s
benchmark_sendrecv_comparison/64/manual_time_median                               3.06 us         3.56 us           50 bytes_per_second=319.218Mi/s
benchmark_sendrecv_comparison/64/manual_time_stddev                              0.084 us        0.084 us           50 bytes_per_second=9.11551Mi/s
benchmark_sendrecv_comparison/64/manual_time_cv                                   2.76 %          2.38 %            50 bytes_per_second=2.83%
benchmark_sendrecv_comparison/512/manual_time_mean                                5.17 us         5.66 us           50 bytes_per_second=1.4768Gi/s
benchmark_sendrecv_comparison/512/manual_time_median                              5.09 us         5.57 us           50 bytes_per_second=1.49871Gi/s
benchmark_sendrecv_comparison/512/manual_time_stddev                             0.174 us        0.178 us           50 bytes_per_second=50.7052Mi/s
benchmark_sendrecv_comparison/512/manual_time_cv                                  3.37 %          3.14 %            50 bytes_per_second=3.35%
benchmark_sendrecv_comparison/4096/manual_time_mean                               21.2 us         21.7 us           50 bytes_per_second=2.88168Gi/s
benchmark_sendrecv_comparison/4096/manual_time_median                             21.2 us         21.7 us           50 bytes_per_second=2.88121Gi/s
benchmark_sendrecv_comparison/4096/manual_time_stddev                            0.026 us        0.024 us           50 bytes_per_second=3.55786Mi/s
benchmark_sendrecv_comparison/4096/manual_time_cv                                 0.12 %          0.11 %            50 bytes_per_second=0.12%
benchmark_sendrecv_comparison/32768/manual_time_mean                              85.9 us         86.3 us           50 bytes_per_second=5.6864Gi/s
benchmark_sendrecv_comparison/32768/manual_time_median                            85.9 us         86.3 us           50 bytes_per_second=5.68662Gi/s
benchmark_sendrecv_comparison/32768/manual_time_stddev                           0.074 us        0.074 us           50 bytes_per_second=5.02359Mi/s
benchmark_sendrecv_comparison/32768/manual_time_cv                                0.09 %          0.09 %            50 bytes_per_second=0.09%
benchmark_sendrecv_comparison/262144/manual_time_mean                              486 us          486 us           50 bytes_per_second=8.03035Gi/s
benchmark_sendrecv_comparison/262144/manual_time_median                            486 us          486 us           50 bytes_per_second=8.02938Gi/s
benchmark_sendrecv_comparison/262144/manual_time_stddev                          0.338 us        0.337 us           50 bytes_per_second=5.71516Mi/s
benchmark_sendrecv_comparison/262144/manual_time_cv                               0.07 %          0.07 %            50 bytes_per_second=0.07%
raw_benchmark_lock_unlock_put/1/manual_time_mean                                   101 us          101 us           50 bytes_per_second=77.4227Ki/s
raw_benchmark_lock_unlock_put/1/manual_time_median                                 101 us          101 us           50 bytes_per_second=77.4566Ki/s
raw_benchmark_lock_unlock_put/1/manual_time_stddev                               0.983 us        0.991 us           50 bytes_per_second=774.728/s
raw_benchmark_lock_unlock_put/1/manual_time_cv                                    0.97 %          0.98 %            50 bytes_per_second=0.98%
raw_benchmark_lock_unlock_put/8/manual_time_mean                                   103 us          104 us           50 bytes_per_second=604.179Ki/s
raw_benchmark_lock_unlock_put/8/manual_time_median                                 104 us          104 us           50 bytes_per_second=603.825Ki/s
raw_benchmark_lock_unlock_put/8/manual_time_stddev                               0.831 us        0.837 us           50 bytes_per_second=4.86213Ki/s
raw_benchmark_lock_unlock_put/8/manual_time_cv                                    0.80 %          0.81 %            50 bytes_per_second=0.80%
raw_benchmark_lock_unlock_put/64/manual_time_mean                                  107 us          107 us           50 bytes_per_second=4.56017Mi/s
raw_benchmark_lock_unlock_put/64/manual_time_median                                107 us          108 us           50 bytes_per_second=4.5602Mi/s
raw_benchmark_lock_unlock_put/64/manual_time_stddev                              0.889 us        0.895 us           50 bytes_per_second=38.8339Ki/s
raw_benchmark_lock_unlock_put/64/manual_time_cv                                   0.83 %          0.83 %            50 bytes_per_second=0.83%
raw_benchmark_lock_unlock_put/512/manual_time_mean                                 110 us          110 us           50 bytes_per_second=35.4696Mi/s
raw_benchmark_lock_unlock_put/512/manual_time_median                               110 us          110 us           50 bytes_per_second=35.4798Mi/s
raw_benchmark_lock_unlock_put/512/manual_time_stddev                              1.15 us         1.15 us           50 bytes_per_second=378.929Ki/s
raw_benchmark_lock_unlock_put/512/manual_time_cv                                  1.05 %          1.04 %            50 bytes_per_second=1.04%
raw_benchmark_lock_unlock_put/4096/manual_time_mean                                113 us          113 us           50 bytes_per_second=276.26Mi/s
raw_benchmark_lock_unlock_put/4096/manual_time_median                              113 us          113 us           50 bytes_per_second=276.496Mi/s
raw_benchmark_lock_unlock_put/4096/manual_time_stddev                             1.27 us         1.28 us           50 bytes_per_second=3.11442Mi/s
raw_benchmark_lock_unlock_put/4096/manual_time_cv                                 1.12 %          1.13 %            50 bytes_per_second=1.13%
raw_benchmark_lock_unlock_put/32768/manual_time_mean                               116 us          116 us           50 bytes_per_second=2.11009Gi/s
