--------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                            Time             CPU   Iterations UserCounters...
benchmark_lock_unlock_get/32768/manual_time_stddev                               0.103 us        0.067 us           50 bytes_per_second=97.7156Mi/s
benchmark_lock_unlock_get/32768/manual_time_cv                                    0.64 %          0.38 %            50 bytes_per_second=0.63%
benchmark_lock_unlock_get/262144/manual_time_mean                                  107 us          108 us           50 bytes_per_second=18.2575Gi/s
benchmark_lock_unlock_get/262144/manual_time_median                                107 us          108 us           50 bytes_per_second=18.2711Gi/s
benchmark_lock_unlock_get/262144/manual_time_stddev                              0.494 us        0.253 us           50 bytes_per_second=84.4957Mi/s
benchmark_lock_unlock_get/262144/manual_time_cv                                   0.46 %          0.23 %            50 bytes_per_second=0.45%
benchmark_lock_unlock_accumulate/1/manual_time_mean                               11.7 us         12.0 us           50 bytes_per_second=668.16Ki/s
benchmark_lock_unlock_accumulate/1/manual_time_median                             11.7 us         12.0 us           50 bytes_per_second=668.686Ki/s
benchmark_lock_unlock_accumulate/1/manual_time_stddev                            0.038 us        0.026 us           50 bytes_per_second=2.1753Ki/s
benchmark_lock_unlock_accumulate/1/manual_time_cv                                 0.33 %          0.21 %            50 bytes_per_second=0.33%
benchmark_lock_unlock_accumulate/8/manual_time_mean                               11.7 us         12.0 us           50 bytes_per_second=5.21698Mi/s
benchmark_lock_unlock_accumulate/8/manual_time_median                             11.7 us         12.0 us           50 bytes_per_second=5.22129Mi/s
benchmark_lock_unlock_accumulate/8/manual_time_stddev                            0.045 us        0.033 us           50 bytes_per_second=20.4898Ki/s
benchmark_lock_unlock_accumulate/8/manual_time_cv                                 0.39 %          0.28 %            50 bytes_per_second=0.38%
benchmark_lock_unlock_accumulate/64/manual_time_mean                              11.8 us         12.1 us           50 bytes_per_second=41.3816Mi/s
benchmark_lock_unlock_accumulate/64/manual_time_median                            11.8 us         12.1 us           50 bytes_per_second=41.4233Mi/s
benchmark_lock_unlock_accumulate/64/manual_time_stddev                           0.055 us        0.032 us           50 bytes_per_second=192.935Ki/s
benchmark_lock_unlock_accumulate/64/manual_time_cv                                0.46 %          0.26 %            50 bytes_per_second=0.46%
benchmark_lock_unlock_accumulate/512/manual_time_mean                             11.9 us         12.3 us           50 bytes_per_second=327.705Mi/s
benchmark_lock_unlock_accumulate/512/manual_time_median                           11.9 us         12.3 us           50 bytes_per_second=328.04Mi/s
benchmark_lock_unlock_accumulate/512/manual_time_stddev                          0.068 us        0.042 us           50 bytes_per_second=1.81769Mi/s
benchmark_lock_unlock_accumulate/512/manual_time_cv                               0.57 %          0.34 %            50 bytes_per_second=0.55%
benchmark_lock_unlock_accumulate/4096/manual_time_mean                            16.0 us         16.3 us           50 bytes_per_second=1.9064Gi/s
benchmark_lock_unlock_accumulate/4096/manual_time_median                          16.0 us         16.3 us           50 bytes_per_second=1.9088Gi/s
benchmark_lock_unlock_accumulate/4096/manual_time_stddev                         0.117 us        0.059 us           50 bytes_per_second=13.8619Mi/s
benchmark_lock_unlock_accumulate/4096/manual_time_cv                              0.73 %          0.36 %            50 bytes_per_second=0.71%
benchmark_lock_unlock_accumulate/32768/manual_time_mean                           43.4 us         43.7 us           50 bytes_per_second=5.62474Gi/s
benchmark_lock_unlock_accumulate/32768/manual_time_median                         43.3 us         43.6 us           50 bytes_per_second=5.63205Gi/s
benchmark_lock_unlock_accumulate/32768/manual_time_stddev                        0.265 us        0.188 us           50 bytes_per_second=34.4448Mi/s
benchmark_lock_unlock_accumulate/32768/manual_time_cv                             0.61 %          0.43 %            50 bytes_per_second=0.60%
benchmark_lock_unlock_accumulate/262144/manual_time_mean                           270 us          269 us           50 bytes_per_second=7.23666Gi/s
benchmark_lock_unlock_accumulate/262144/manual_time_median                         270 us          269 us           50 bytes_per_second=7.24551Gi/s
benchmark_lock_unlock_accumulate/262144/manual_time_stddev                        1.37 us        0.858 us           50 bytes_per_second=36.7222Mi/s
benchmark_lock_unlock_accumulate/262144/manual_time_cv                            0.51 %          0.32 %            50 bytes_per_second=0.50%
benchmark_fence_put/1/manual_time_mean                                            4.28 us         5.42 us           50 bytes_per_second=1.78466Mi/s
benchmark_fence_put/1/manual_time_median                                          4.27 us         5.41 us           50 bytes_per_second=1.7876Mi/s
benchmark_fence_put/1/manual_time_stddev                                         0.028 us        0.017 us           50 bytes_per_second=11.6692Ki/s
benchmark_fence_put/1/manual_time_cv                                              0.65 %          0.31 %            50 bytes_per_second=0.64%
benchmark_fence_put/8/manual_time_mean                                            4.34 us         5.49 us           50 bytes_per_second=14.0631Mi/s
benchmark_fence_put/8/manual_time_median                                          4.34 us         5.49 us           50 bytes_per_second=14.0694Mi/s
benchmark_fence_put/8/manual_time_stddev                                         0.011 us        0.015 us           50 bytes_per_second=34.6404Ki/s
benchmark_fence_put/8/manual_time_cv                                              0.24 %          0.27 %            50 bytes_per_second=0.24%
benchmark_fence_put/64/manual_time_mean                                           4.38 us         5.52 us           50 bytes_per_second=111.551Mi/s
benchmark_fence_put/64/manual_time_median                                         4.37 us         5.51 us           50 bytes_per_second=111.743Mi/s
benchmark_fence_put/64/manual_time_stddev                                        0.027 us        0.020 us           50 bytes_per_second=695.469Ki/s
benchmark_fence_put/64/manual_time_cv                                             0.62 %          0.36 %            50 bytes_per_second=0.61%
benchmark_fence_put/512/manual_time_mean                                          4.52 us         5.73 us           50 bytes_per_second=863.438Mi/s
benchmark_fence_put/512/manual_time_median                                        4.52 us         5.73 us           50 bytes_per_second=864.196Mi/s
benchmark_fence_put/512/manual_time_stddev                                       0.020 us        0.015 us           50 bytes_per_second=3.6637Mi/s
benchmark_fence_put/512/manual_time_cv                                            0.43 %          0.26 %            50 bytes_per_second=0.42%
benchmark_fence_put/4096/manual_time_mean                                         6.03 us         6.97 us           50 bytes_per_second=5.0637Gi/s
benchmark_fence_put/4096/manual_time_median                                       6.02 us         6.97 us           50 bytes_per_second=5.06958Gi/s
benchmark_fence_put/4096/manual_time_stddev                                      0.042 us        0.033 us           50 bytes_per_second=35.4775Mi/s
benchmark_fence_put/4096/manual_time_cv                                           0.70 %          0.47 %            50 bytes_per_second=0.68%
benchmark_fence_put/32768/manual_time_mean                                        14.7 us         15.9 us           50 bytes_per_second=16.5977Gi/s
benchmark_fence_put/32768/manual_time_median                                      14.7 us         15.9 us           50 bytes_per_second=16.6053Gi/s
benchmark_fence_put/32768/manual_time_stddev                                     0.077 us        0.056 us           50 bytes_per_second=86.956Mi/s
benchmark_fence_put/32768/manual_time_cv                                          0.52 %          0.35 %            50 bytes_per_second=0.51%
benchmark_fence_put/262144/manual_time_mean                                        102 us          103 us           50 bytes_per_second=19.1196Gi/s
benchmark_fence_put/262144/manual_time_median                                      102 us          103 us           50 bytes_per_second=19.1345Gi/s
benchmark_fence_put/262144/manual_time_stddev                                    0.457 us        0.217 us           50 bytes_per_second=85.5549Mi/s
benchmark_fence_put/262144/manual_time_cv                                         0.45 %          0.21 %            50 bytes_per_second=0.44%
benchmark_fence_get/1/manual_time_mean                                            5.23 us         6.38 us           50 bytes_per_second=1.45938Mi/s
benchmark_fence_get/1/manual_time_median                                          5.22 us         6.37 us           50 bytes_per_second=1.46097Mi/s
benchmark_fence_get/1/manual_time_stddev                                         0.024 us        0.019 us           50 bytes_per_second=6.61329Ki/s
benchmark_fence_get/1/manual_time_cv                                              0.45 %          0.29 %            50 bytes_per_second=0.44%
benchmark_fence_get/8/manual_time_mean                                            5.22 us         6.34 us           50 bytes_per_second=11.6978Mi/s
benchmark_fence_get/8/manual_time_median                                          5.21 us         6.33 us           50 bytes_per_second=11.7039Mi/s
benchmark_fence_get/8/manual_time_stddev                                         0.017 us        0.015 us           50 bytes_per_second=37.2736Ki/s
benchmark_fence_get/8/manual_time_cv                                              0.32 %          0.24 %            50 bytes_per_second=0.31%
benchmark_fence_get/64/manual_time_mean                                           5.26 us         6.37 us           50 bytes_per_second=92.7506Mi/s
benchmark_fence_get/64/manual_time_median                                         5.26 us         6.36 us           50 bytes_per_second=92.9149Mi/s
benchmark_fence_get/64/manual_time_stddev                                        0.032 us        0.027 us           50 bytes_per_second=566.555Ki/s
benchmark_fence_get/64/manual_time_cv                                             0.61 %          0.43 %            50 bytes_per_second=0.60%
benchmark_fence_get/512/manual_time_mean                                          5.50 us         6.59 us           50 bytes_per_second=709.928Mi/s
benchmark_fence_get/512/manual_time_median                                        5.50 us         6.59 us           50 bytes_per_second=710.337Mi/s
benchmark_fence_get/512/manual_time_stddev                                       0.026 us        0.017 us           50 bytes_per_second=3.31406Mi/s
benchmark_fence_get/512/manual_time_cv                                            0.48 %          0.26 %            50 bytes_per_second=0.47%
benchmark_fence_get/4096/manual_time_mean                                         7.01 us         8.04 us           50 bytes_per_second=4.35072Gi/s
benchmark_fence_get/4096/manual_time_median                                       7.01 us         8.04 us           50 bytes_per_second=4.35571Gi/s
benchmark_fence_get/4096/manual_time_stddev                                      0.038 us        0.027 us           50 bytes_per_second=23.7119Mi/s
benchmark_fence_get/4096/manual_time_cv                                           0.54 %          0.33 %            50 bytes_per_second=0.53%
benchmark_fence_get/32768/manual_time_mean                                        14.9 us         15.9 us           50 bytes_per_second=16.3567Gi/s
benchmark_fence_get/32768/manual_time_median                                      14.8 us         15.8 us           50 bytes_per_second=16.4764Gi/s
benchmark_fence_get/32768/manual_time_stddev                                     0.323 us        0.381 us           50 bytes_per_second=357.731Mi/s
benchmark_fence_get/32768/manual_time_cv                                          2.16 %          2.39 %            50 bytes_per_second=2.14%
benchmark_fence_get/262144/manual_time_mean                                        106 us          107 us           50 bytes_per_second=18.4332Gi/s
benchmark_fence_get/262144/manual_time_median                                      106 us          107 us           50 bytes_per_second=18.4445Gi/s
benchmark_fence_get/262144/manual_time_stddev                                    0.504 us        0.270 us           50 bytes_per_second=87.7395Mi/s
benchmark_fence_get/262144/manual_time_cv                                         0.48 %          0.25 %            50 bytes_per_second=0.46%
benchmark_fence_accumulate/1/manual_time_mean                                     9.58 us         10.5 us           50 bytes_per_second=815.772Ki/s
benchmark_fence_accumulate/1/manual_time_median                                   9.56 us         10.5 us           50 bytes_per_second=817.101Ki/s
benchmark_fence_accumulate/1/manual_time_stddev                                  0.059 us        0.039 us           50 bytes_per_second=4.88858Ki/s
benchmark_fence_accumulate/1/manual_time_cv                                       0.61 %          0.37 %            50 bytes_per_second=0.60%
benchmark_fence_accumulate/8/manual_time_mean                                     9.65 us         10.5 us           50 bytes_per_second=6.3266Mi/s
benchmark_fence_accumulate/8/manual_time_median                                   9.64 us         10.5 us           50 bytes_per_second=6.32865Mi/s
benchmark_fence_accumulate/8/manual_time_stddev                                  0.022 us        0.028 us           50 bytes_per_second=14.3691Ki/s
benchmark_fence_accumulate/8/manual_time_cv                                       0.22 %          0.26 %            50 bytes_per_second=0.22%
benchmark_fence_accumulate/64/manual_time_mean                                    9.78 us         10.6 us           50 bytes_per_second=49.9228Mi/s
benchmark_fence_accumulate/64/manual_time_median                                  9.77 us         10.6 us           50 bytes_per_second=49.961Mi/s
benchmark_fence_accumulate/64/manual_time_stddev                                 0.048 us        0.037 us           50 bytes_per_second=245.019Ki/s
benchmark_fence_accumulate/64/manual_time_cv                                      0.49 %          0.35 %            50 bytes_per_second=0.48%
benchmark_fence_accumulate/512/manual_time_mean                                   9.63 us         10.2 us           50 bytes_per_second=405.755Mi/s
benchmark_fence_accumulate/512/manual_time_median                                 9.62 us         10.2 us           50 bytes_per_second=406.236Mi/s
benchmark_fence_accumulate/512/manual_time_stddev                                0.051 us        0.052 us           50 bytes_per_second=2.09507Mi/s
benchmark_fence_accumulate/512/manual_time_cv                                     0.52 %          0.51 %            50 bytes_per_second=0.52%
benchmark_fence_accumulate/4096/manual_time_mean                                  13.4 us         14.2 us           50 bytes_per_second=2.28584Gi/s
benchmark_fence_accumulate/4096/manual_time_median                                13.3 us         14.1 us           50 bytes_per_second=2.29114Gi/s
benchmark_fence_accumulate/4096/manual_time_stddev                               0.122 us        0.143 us           50 bytes_per_second=21.2128Mi/s
benchmark_fence_accumulate/4096/manual_time_cv                                    0.92 %          1.01 %            50 bytes_per_second=0.91%
benchmark_fence_accumulate/32768/manual_time_mean                                 41.4 us         42.7 us           50 bytes_per_second=5.89053Gi/s
benchmark_fence_accumulate/32768/manual_time_median                               41.5 us         42.8 us           50 bytes_per_second=5.87881Gi/s
benchmark_fence_accumulate/32768/manual_time_stddev                              0.379 us        0.333 us           50 bytes_per_second=54.9396Mi/s
benchmark_fence_accumulate/32768/manual_time_cv                                   0.91 %          0.78 %            50 bytes_per_second=0.91%
benchmark_fence_accumulate/262144/manual_time_mean                                 272 us          272 us           50 bytes_per_second=7.17683Gi/s
benchmark_fence_accumulate/262144/manual_time_median                               272 us          272 us           50 bytes_per_second=7.18866Gi/s
benchmark_fence_accumulate/262144/manual_time_stddev                              1.70 us        0.862 us           50 bytes_per_second=45.0064Mi/s
benchmark_fence_accumulate/262144/manual_time_cv                                  0.63 %          0.32 %            50 bytes_per_second=0.61%
benchmark_pscw_put/1/manual_time_mean                                             4.80 us         5.88 us           50 bytes_per_second=1.59021Mi/s
benchmark_pscw_put/1/manual_time_median                                           4.79 us         5.87 us           50 bytes_per_second=1.59139Mi/s
benchmark_pscw_put/1/manual_time_stddev                                          0.026 us        0.027 us           50 bytes_per_second=8.39741Ki/s
benchmark_pscw_put/1/manual_time_cv                                               0.53 %          0.47 %            50 bytes_per_second=0.52%
benchmark_pscw_put/8/manual_time_mean                                             4.83 us         5.94 us           50 bytes_per_second=12.645Mi/s
benchmark_pscw_put/8/manual_time_median                                           4.82 us         5.94 us           50 bytes_per_second=12.6609Mi/s
benchmark_pscw_put/8/manual_time_stddev                                          0.032 us        0.034 us           50 bytes_per_second=82.918Ki/s
benchmark_pscw_put/8/manual_time_cv                                               0.65 %          0.57 %            50 bytes_per_second=0.64%
benchmark_pscw_put/64/manual_time_mean                                            4.85 us         5.98 us           50 bytes_per_second=100.753Mi/s
benchmark_pscw_put/64/manual_time_median                                          4.84 us         5.99 us           50 bytes_per_second=100.842Mi/s
benchmark_pscw_put/64/manual_time_stddev                                         0.019 us        0.029 us           50 bytes_per_second=408.794Ki/s
benchmark_pscw_put/64/manual_time_cv                                              0.40 %          0.48 %            50 bytes_per_second=0.40%
benchmark_pscw_put/512/manual_time_mean                                           5.17 us         6.35 us           50 bytes_per_second=755.241Mi/s
benchmark_pscw_put/512/manual_time_median                                         5.16 us         6.34 us           50 bytes_per_second=756.404Mi/s
benchmark_pscw_put/512/manual_time_stddev                                        0.031 us        0.021 us           50 bytes_per_second=4.35372Mi/s
benchmark_pscw_put/512/manual_time_cv                                             0.59 %          0.34 %            50 bytes_per_second=0.58%
benchmark_pscw_put/4096/manual_time_mean                                          6.54 us         7.58 us           50 bytes_per_second=4.66912Gi/s
benchmark_pscw_put/4096/manual_time_median                                        6.53 us         7.58 us           50 bytes_per_second=4.6719Gi/s
benchmark_pscw_put/4096/manual_time_stddev                                       0.030 us        0.029 us           50 bytes_per_second=21.6044Mi/s
benchmark_pscw_put/4096/manual_time_cv                                            0.46 %          0.38 %            50 bytes_per_second=0.45%
benchmark_pscw_put/32768/manual_time_mean                                         15.1 us         16.2 us           50 bytes_per_second=16.2187Gi/s
benchmark_pscw_put/32768/manual_time_median                                       15.0 us         16.2 us           50 bytes_per_second=16.2345Gi/s
benchmark_pscw_put/32768/manual_time_stddev                                      0.074 us        0.042 us           50 bytes_per_second=79.704Mi/s
benchmark_pscw_put/32768/manual_time_cv                                           0.49 %          0.26 %            50 bytes_per_second=0.48%
benchmark_pscw_put/262144/manual_time_mean                                        99.9 us          101 us           50 bytes_per_second=19.5605Gi/s
benchmark_pscw_put/262144/manual_time_median                                      99.8 us          101 us           50 bytes_per_second=19.5751Gi/s
benchmark_pscw_put/262144/manual_time_stddev                                     0.505 us        0.333 us           50 bytes_per_second=99.7783Mi/s
benchmark_pscw_put/262144/manual_time_cv                                          0.51 %          0.33 %            50 bytes_per_second=0.50%
benchmark_pscw_get/1/manual_time_mean                                             4.83 us         5.81 us           50 bytes_per_second=1.57814Mi/s
benchmark_pscw_get/1/manual_time_median                                           4.84 us         5.83 us           50 bytes_per_second=1.57548Mi/s
benchmark_pscw_get/1/manual_time_stddev                                          0.031 us        0.036 us           50 bytes_per_second=10.293Ki/s
benchmark_pscw_get/1/manual_time_cv                                               0.64 %          0.62 %            50 bytes_per_second=0.64%
benchmark_pscw_get/8/manual_time_mean                                             4.87 us         5.84 us           50 bytes_per_second=12.5439Mi/s
benchmark_pscw_get/8/manual_time_median                                           4.86 us         5.84 us           50 bytes_per_second=12.5653Mi/s
benchmark_pscw_get/8/manual_time_stddev                                          0.032 us        0.019 us           50 bytes_per_second=81.8486Ki/s
benchmark_pscw_get/8/manual_time_cv                                               0.65 %          0.33 %            50 bytes_per_second=0.64%
benchmark_pscw_get/64/manual_time_mean                                            4.96 us         5.93 us           50 bytes_per_second=98.4205Mi/s
benchmark_pscw_get/64/manual_time_median                                          4.96 us         5.93 us           50 bytes_per_second=98.5143Mi/s
benchmark_pscw_get/64/manual_time_stddev                                         0.025 us        0.016 us           50 bytes_per_second=494.439Ki/s
benchmark_pscw_get/64/manual_time_cv                                              0.50 %          0.27 %            50 bytes_per_second=0.49%
benchmark_pscw_get/512/manual_time_mean                                           5.32 us         6.33 us           50 bytes_per_second=734.476Mi/s
benchmark_pscw_get/512/manual_time_median                                         5.31 us         6.33 us           50 bytes_per_second=735.604Mi/s
benchmark_pscw_get/512/manual_time_stddev                                        0.027 us        0.018 us           50 bytes_per_second=3.59981Mi/s
benchmark_pscw_get/512/manual_time_cv                                             0.50 %          0.29 %            50 bytes_per_second=0.49%
benchmark_pscw_get/4096/manual_time_mean                                          6.65 us         7.84 us           50 bytes_per_second=4.58656Gi/s
benchmark_pscw_get/4096/manual_time_median                                        6.65 us         7.84 us           50 bytes_per_second=4.58849Gi/s
benchmark_pscw_get/4096/manual_time_stddev                                       0.017 us        0.020 us           50 bytes_per_second=11.7598Mi/s
benchmark_pscw_get/4096/manual_time_cv                                            0.25 %          0.26 %            50 bytes_per_second=0.25%
benchmark_pscw_get/32768/manual_time_mean                                         14.8 us         15.8 us           50 bytes_per_second=16.5426Gi/s
benchmark_pscw_get/32768/manual_time_median                                       14.7 us         15.8 us           50 bytes_per_second=16.5526Gi/s
benchmark_pscw_get/32768/manual_time_stddev                                      0.117 us        0.078 us           50 bytes_per_second=132.546Mi/s
benchmark_pscw_get/32768/manual_time_cv                                           0.79 %          0.49 %            50 bytes_per_second=0.78%
benchmark_pscw_get/262144/manual_time_mean                                         102 us          103 us           50 bytes_per_second=19.2013Gi/s
benchmark_pscw_get/262144/manual_time_median                                       102 us          103 us           50 bytes_per_second=19.2291Gi/s
benchmark_pscw_get/262144/manual_time_stddev                                     0.512 us        0.342 us           50 bytes_per_second=97.4122Mi/s
benchmark_pscw_get/262144/manual_time_cv                                          0.50 %          0.33 %            50 bytes_per_second=0.50%
benchmark_pscw_accumulate/1/manual_time_mean                                      10.1 us         11.2 us           50 bytes_per_second=776.399Ki/s
benchmark_pscw_accumulate/1/manual_time_median                                    10.1 us         11.2 us           50 bytes_per_second=776.942Ki/s
benchmark_pscw_accumulate/1/manual_time_stddev                                   0.056 us        0.026 us           50 bytes_per_second=4.22905Ki/s
benchmark_pscw_accumulate/1/manual_time_cv                                        0.56 %          0.23 %            50 bytes_per_second=0.54%
benchmark_pscw_accumulate/8/manual_time_mean                                      10.1 us         11.2 us           50 bytes_per_second=6.04641Mi/s
benchmark_pscw_accumulate/8/manual_time_median                                    10.1 us         11.2 us           50 bytes_per_second=6.05646Mi/s
benchmark_pscw_accumulate/8/manual_time_stddev                                   0.070 us        0.026 us           50 bytes_per_second=41.5094Ki/s
benchmark_pscw_accumulate/8/manual_time_cv                                        0.69 %          0.23 %            50 bytes_per_second=0.67%
benchmark_pscw_accumulate/64/manual_time_mean                                     10.1 us         11.3 us           50 bytes_per_second=48.1279Mi/s
benchmark_pscw_accumulate/64/manual_time_median                                   10.1 us         11.3 us           50 bytes_per_second=48.1701Mi/s
benchmark_pscw_accumulate/64/manual_time_stddev                                  0.046 us        0.021 us           50 bytes_per_second=219.275Ki/s
benchmark_pscw_accumulate/64/manual_time_cv                                       0.46 %          0.19 %            50 bytes_per_second=0.44%
benchmark_pscw_accumulate/512/manual_time_mean                                    10.7 us         11.8 us           50 bytes_per_second=364.678Mi/s
benchmark_pscw_accumulate/512/manual_time_median                                  10.7 us         11.8 us           50 bytes_per_second=364.643Mi/s
benchmark_pscw_accumulate/512/manual_time_stddev                                 0.029 us        0.025 us           50 bytes_per_second=990.206Ki/s
benchmark_pscw_accumulate/512/manual_time_cv                                      0.27 %          0.21 %            50 bytes_per_second=0.27%
benchmark_pscw_accumulate/4096/manual_time_mean                                   14.4 us         15.6 us           50 bytes_per_second=2.1158Gi/s
benchmark_pscw_accumulate/4096/manual_time_median                                 14.4 us         15.6 us           50 bytes_per_second=2.11916Gi/s
benchmark_pscw_accumulate/4096/manual_time_stddev                                0.107 us        0.052 us           50 bytes_per_second=15.7073Mi/s
benchmark_pscw_accumulate/4096/manual_time_cv                                     0.74 %          0.33 %            50 bytes_per_second=0.72%
benchmark_pscw_accumulate/32768/manual_time_mean                                  41.8 us         43.1 us           50 bytes_per_second=5.83847Gi/s
benchmark_pscw_accumulate/32768/manual_time_median                                41.8 us         43.1 us           50 bytes_per_second=5.84229Gi/s
benchmark_pscw_accumulate/32768/manual_time_stddev                               0.188 us        0.123 us           50 bytes_per_second=26.3911Mi/s
benchmark_pscw_accumulate/32768/manual_time_cv                                    0.45 %          0.29 %            50 bytes_per_second=0.44%
benchmark_pscw_accumulate/262144/manual_time_mean                                  270 us          270 us           50 bytes_per_second=7.24725Gi/s
benchmark_pscw_accumulate/262144/manual_time_median                                269 us          269 us           50 bytes_per_second=7.25471Gi/s
benchmark_pscw_accumulate/262144/manual_time_stddev                               1.17 us        0.631 us           50 bytes_per_second=31.5089Mi/s
benchmark_pscw_accumulate/262144/manual_time_cv                                   0.43 %          0.23 %            50 bytes_per_second=0.42%
benchmark_sendrecv_comparison/1/manual_time_mean                                  1.44 us         1.86 us           50 bytes_per_second=10.5898Mi/s
benchmark_sendrecv_comparison/1/manual_time_median                                1.44 us         1.86 us           50 bytes_per_second=10.606Mi/s
benchmark_sendrecv_comparison/1/manual_time_stddev                               0.008 us        0.004 us           50 bytes_per_second=58.97Ki/s
benchmark_sendrecv_comparison/1/manual_time_cv                                    0.55 %          0.22 %            50 bytes_per_second=0.54%
benchmark_sendrecv_comparison/8/manual_time_mean                                  1.46 us         1.88 us           50 bytes_per_second=83.4199Mi/s
benchmark_sendrecv_comparison/8/manual_time_median                                1.46 us         1.88 us           50 bytes_per_second=83.492Mi/s
benchmark_sendrecv_comparison/8/manual_time_stddev                               0.006 us        0.003 us           50 bytes_per_second=321.967Ki/s
benchmark_sendrecv_comparison/8/manual_time_cv                                    0.38 %          0.17 %            50 bytes_per_second=0.38%
benchmark_sendrecv_comparison/64/manual_time_mean                                 1.54 us         1.95 us           50 bytes_per_second=636.116Mi/s
benchmark_sendrecv_comparison/64/manual_time_median                               1.53 us         1.95 us           50 bytes_per_second=637.063Mi/s
benchmark_sendrecv_comparison/64/manual_time_stddev                              0.008 us        0.005 us           50 bytes_per_second=3.31452Mi/s
benchmark_sendrecv_comparison/64/manual_time_cv                                   0.53 %          0.26 %            50 bytes_per_second=0.52%
benchmark_sendrecv_comparison/512/manual_time_mean                                1.77 us         2.18 us           50 bytes_per_second=4.30535Gi/s
benchmark_sendrecv_comparison/512/manual_time_median                              1.77 us         2.18 us           50 bytes_per_second=4.30884Gi/s
benchmark_sendrecv_comparison/512/manual_time_stddev                             0.008 us        0.003 us           50 bytes_per_second=19.5065Mi/s
benchmark_sendrecv_comparison/512/manual_time_cv                                  0.45 %          0.16 %            50 bytes_per_second=0.44%
benchmark_sendrecv_comparison/4096/manual_time_mean                               10.8 us         12.2 us           50 bytes_per_second=5.64218Gi/s
benchmark_sendrecv_comparison/4096/manual_time_median                             10.8 us         12.2 us           50 bytes_per_second=5.64914Gi/s
benchmark_sendrecv_comparison/4096/manual_time_stddev                            0.104 us        0.091 us           50 bytes_per_second=54.6647Mi/s
benchmark_sendrecv_comparison/4096/manual_time_cv                                 0.96 %          0.75 %            50 bytes_per_second=0.95%
benchmark_sendrecv_comparison/32768/manual_time_mean                              48.2 us         49.5 us           50 bytes_per_second=10.1262Gi/s
benchmark_sendrecv_comparison/32768/manual_time_median                            48.4 us         49.7 us           50 bytes_per_second=10.0806Gi/s
benchmark_sendrecv_comparison/32768/manual_time_stddev                           0.520 us        0.451 us           50 bytes_per_second=111.807Mi/s
benchmark_sendrecv_comparison/32768/manual_time_cv                                1.08 %          0.91 %            50 bytes_per_second=1.08%
benchmark_sendrecv_comparison/262144/manual_time_mean                              262 us          262 us           50 bytes_per_second=14.896Gi/s
benchmark_sendrecv_comparison/262144/manual_time_median                            262 us          262 us           50 bytes_per_second=14.9065Gi/s
benchmark_sendrecv_comparison/262144/manual_time_stddev                           1.12 us        0.534 us           50 bytes_per_second=63.461Mi/s
benchmark_sendrecv_comparison/262144/manual_time_cv                               0.43 %          0.20 %            50 bytes_per_second=0.42%
raw_benchmark_lock_unlock_put/1/manual_time_mean                                  6.48 us         6.83 us           50 bytes_per_second=1.17753Mi/s
raw_benchmark_lock_unlock_put/1/manual_time_median                                6.47 us         6.83 us           50 bytes_per_second=1.17954Mi/s
raw_benchmark_lock_unlock_put/1/manual_time_stddev                               0.055 us        0.032 us           50 bytes_per_second=10.0231Ki/s
raw_benchmark_lock_unlock_put/1/manual_time_cv                                    0.85 %          0.47 %            50 bytes_per_second=0.83%
raw_benchmark_lock_unlock_put/8/manual_time_mean                                  6.51 us         6.87 us           50 bytes_per_second=9.3776Mi/s
raw_benchmark_lock_unlock_put/8/manual_time_median                                6.50 us         6.86 us           50 bytes_per_second=9.3838Mi/s
raw_benchmark_lock_unlock_put/8/manual_time_stddev                               0.033 us        0.018 us           50 bytes_per_second=48.298Ki/s
raw_benchmark_lock_unlock_put/8/manual_time_cv                                    0.51 %          0.26 %            50 bytes_per_second=0.50%
raw_benchmark_lock_unlock_put/64/manual_time_mean                                 6.55 us         6.91 us           50 bytes_per_second=74.5344Mi/s
raw_benchmark_lock_unlock_put/64/manual_time_median                               6.55 us         6.90 us           50 bytes_per_second=74.5844Mi/s
raw_benchmark_lock_unlock_put/64/manual_time_stddev                              0.034 us        0.018 us           50 bytes_per_second=383.979Ki/s
raw_benchmark_lock_unlock_put/64/manual_time_cv                                   0.51 %          0.26 %            50 bytes_per_second=0.50%
raw_benchmark_lock_unlock_put/512/manual_time_mean                                6.66 us         7.01 us           50 bytes_per_second=586.307Mi/s
raw_benchmark_lock_unlock_put/512/manual_time_median                              6.65 us         7.01 us           50 bytes_per_second=587.171Mi/s
raw_benchmark_lock_unlock_put/512/manual_time_stddev                             0.043 us        0.017 us           50 bytes_per_second=3.64855Mi/s
raw_benchmark_lock_unlock_put/512/manual_time_cv                                  0.64 %          0.25 %            50 bytes_per_second=0.62%
raw_benchmark_lock_unlock_put/4096/manual_time_mean                               8.10 us         8.45 us           50 bytes_per_second=3.76694Gi/s
raw_benchmark_lock_unlock_put/4096/manual_time_median                             8.10 us         8.45 us           50 bytes_per_second=3.76977Gi/s
raw_benchmark_lock_unlock_put/4096/manual_time_stddev                            0.046 us        0.029 us           50 bytes_per_second=21.5953Mi/s
raw_benchmark_lock_unlock_put/4096/manual_time_cv                                 0.57 %          0.35 %            50 bytes_per_second=0.56%
raw_benchmark_lock_unlock_put/32768/manual_time_mean                              16.7 us         17.0 us           50 bytes_per_second=14.6506Gi/s
